"","CrudeID","Name","Title1","Title2","Country","State","Region","SulfurType","Owner","ShareOwned","SampleID","AssayYear","AssayDate","AssayQuality","Reference","Production","C2_Vol","C3_Vol","IC4_Vol","NC4_Vol","IC5_Vol","NC5_Vol","CP_Vol","C2_Wt","C3_Wt","IC4_Wt","NC4_Wt","IC5_Wt","NC5_Wt","CP_Wt","Fahr_or_Cel","LE_or_GC","YieldCurveUnits","Cal2Ver","Comments","CRUFileSource","ProjectName","RunDate","SmoothDataConf","AssayLibrary","PTI_CIMSGradeID","CrudeType","ChemicalClass","Laboratory","LabSourceRef","LoadPort","LPCode","UserDefRegion","intCrudeID","AssayFile","CRUPath","ReferenceCode","EquityOwnership","TradedCrudeName","YearAddedToLibrary","SulfurCategory","SteelCorrosivity"
"1848","PANYU290","Panyu Exp Bld (ITS) '04",NA,NA,"China","Guangdong","Far East","Low",NA,NA,NA,2004,"8/4/2004","Fair",NA,NA,0.000583,0.005552,0.005074,6e-05,0.000891,0,0.000441,0.000236,0.003197,0.003241,4e-05,0.000631,0,0.000375,"C","Y","W","HCSM 5.93","Looks like early production of this field.  The Panyu 4-2/5-1 f
MERCAPTAN below detection limit
ACID, WHOLE CRUDE <0.05
COPPER below detection limit
*** The GC Analysis Covers   1.6 LV%  of crude up to a TBP of   139.7  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PANYU","Medium","Paraffinic","ITS",NA,NA,NA,NA,"PANYU290","PANYU290.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PANYU290.CRU",NA,TRUE,"Panyu",2008,"Sweet",NA
"1849","PANYU305","Panyu Field (CNOOC)'03",NA,NA,"China","Pearl River","Far East","Low",NA,NA,NA,2003,"2003","Fair","cnooc",NA,0,0,0,0,0.002901,0.006686,0.003227,0,0,0,0,0.002075,0.004832,0.002772,"C","Y","W","HCSM 5.93","The Panyu 4-2/5-1 field is located in block 15/34 about 125 Miles South
Of Hong Kong In 320 Ft of Water. Operator is Devon Energy and holds 49%
interest. CNOOC (China Nat. Offshore Oil Co) holds 51% interest.
Panyu's estimated Oil Reserves is at 148 Mill ion Barrels, They have
taken delivery of their newly completed 150,000 DWT FPSO. The FPSO will
go to work on the Panyu 4-2 and Panyu 5-1 Fields located in the Pearl
River Delta Basin of South China Sea. The Unit is Scheduled to Begin
Operations Sep 1, 20 04 and will be capable of processing 4.5 Million
metric Tons of highly Viscous crude per Year.  Crude Is Somewhat
Biodegraded but only the Naphtha is Paraffin deficient. VGO is very
Waxy and Vac Resid is Soft. Crude Flash Pt is high at 97C/207F.
*** The GC Analysis Covers   2.0 LV%  of crude up to a TBP of   130.6  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PANYU","Medium","Paraffinic",NA,NA,NA,NA,NA,"PANYU305","PANYU305.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PANYU305.CRU","PANYU305-OLDLIB",FALSE,"Panyu",2006,"Sweet",NA
"1850","PAPAT162","Papa Terra (CVX) Apr 14 '14",NA,NA,"Brazil","Rio de Janeiro","Latin America","Medium",NA,NA,NA,2014,"7/15/2014",NA,"CVX",NA,0.0625,0.268837,0.156727,0.334641,0.257224,0.317997,0.054349,0.023252,0.142475,0.092123,0.204141,0.167735,0.209522,0.042578,"C","Y","W","HCSM 5.93","Papa Terra is a heavy gravity (16.3 degrees API), low sulfur (0.67 wt
percent), and viscous (10,100 cSt at 20 degrees C) crude oil. It is
also predicted to have high atmospheric residuum yields (74 vol
percent). Papa Terra is a deepwater, heavy oilfield located offshore
Brazil in the Campos Basin in 1200 m water depths. Recoverable reserves
are estimated at 380 million boe. Production is expected to start in
July 2013 with an initial production rate of 35,000 b/d and peak
production reaching 135,000 b/d in 2017. The field was developed using
the P-61 Tension-Leg Wellhead Platform (TLWP) and the P-63 FPSO which
has a processing capacity of 140,000 b/d of oil and 35 mmcfd (1 Mcmd)
of gas, and storage for 1.4 million barrels. Petrobras operated the
field and holds 62.5 percent interest. Chevron holds 37.5 percent
interest.
*** The GC Analysis Covers   5.8 LV%  of crude up to a TBP of   133.9  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PAPATERRA","Heavy","Intermediate","CVX",NA,NA,NA,"Rio De Janeiro","PAPAT162","PAPAT162.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PAPAT162.CRU","PAPAT162-1",TRUE,"Papa Terra",2015,"Sour",NA
"1851","PAPAT154","Papa Terra (CVX) Mar 25 '15",NA,NA,"Brazil","Rio de Janeiro","Latin America","Medium",NA,NA,NA,2015,"5/19/2015",NA,"CVX",NA,0.0163,0.099768,0.085298,0.197204,0.187045,0.233255,0.031593,0.006031,0.052585,0.049864,0.119644,0.121306,0.152849,0.024616,"C","Y","W","HCSM 5.93","Papa Terra is a heavy gravity (15.4 degrees API), low sulfur (0.73 wt
percent), viscous (18,700 cSt at 20 degrees C) crude oil with a high As
concentration (163 ppb). It is also predicted to have high ARES and
VRES yields (76.5 vol percent and 41.2 vol percent, respectively) as
well as high nitrogen concentrations in the VGO and VRES cuts (4,110
ppm and 13,400 ppm, respectively). Papa Terra is a deepwater, heavy
oilfield located offshore Brazil in the Campos Basin in 1200 m water
depths. Initial recoverable reserves are estimated at 380 million boe,
of which 372 million boe remain. Production started in July 2013 with
an initial production rate of 35,000 b/d. Peak production of 120,000
b/d is expected to be reached in 2017. The field was developed using
the P-61 Tension-Leg Wellhead Platform (TLWP) and the P-63 FPSO which
has a processing capacity of 140,000 b/d of oil and 35 mmcfd of gas,
and storage for 1.4 million barrels. Petrobras operated the field and
holds 62.5 percent interest. Chevron holds 37.5 percent interest.
*** The GC Analysis Covers   4.0 LV%  of crude up to a TBP of   132.9  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PAPATERRA","Heavy","Intermediate","CVX",NA,NA,NA,"Rio De Janeiro","PAPAT154","PAPAT154.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PAPAT154.CRU","PAPAT154",TRUE,"Papa Terra",2015,"Sour",NA
"1852","PAPAT163","Papa Terra (Saybolt) Apr 12 '14",NA,NA,"Brazil","Rio de Janeiro","Latin America","Medium",NA,NA,NA,2014,"4/12/2014",NA,"Chevron Brazil Ltd",NA,0.002264,0.042742,0.008409,0.038693,0.071832,0.099208,0.003087,0.000843,0.022671,0.004947,0.023624,0.046882,0.065422,0.00242,"C","Y","W","HCSM 5.93","Papa Terra is a heavy gravity (16.3 degrees API), low sulfur (0.67 wt
percent), and viscous (10,100 cSt at 20 degrees C) crude oil. It is
also predicted to have high atmospheric residuum yields (74 vol
percent). Papa Terra is a deepwater, heavy oilfield located offshore
Brazil in the Campos Basin in 1200 m water depths. Recoverable reserves
are estimated at 380 million boe. Production is expected to start in
July 2013 with an initial production rate of 35,000 b/d and peak
production reaching 135,000 b/d in 2017. The field was developed using
the P-61 Tension-Leg Wellhead Platform (TLWP) and the P-63 FPSO which
has a processing capacity of 140,000 b/d of oil and 35 mmcfd of gas,
and storage for 1.4 million barrels. Petrobras operated the field and
holds 62.5 percent interest. Chevron holds 37.5 percent interest.
*** The GC Analysis Covers   4.1 LV%  of crude up to a TBP of   134.1  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PAPATERRA","Heavy","Intermediate","Saybolt",NA,NA,NA,"Rio De Janeiro","PAPAT163","PAPAT163.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PAPAT163.CRU","PAPAT163",TRUE,"Papa Terra",2015,"Sweet",NA
"1853","PAPAT142","Papa Terra DST (Petrobras) '06",NA,NA,"Brazil","Rio de Janeiro","Latin America","Medium",NA,NA,NA,2006,"2006","C","Petrobras",NA,0.09962,0.345518,0.112744,0.092045,0.075624,7.3e-05,0.016322,0.036558,0.180626,0.065371,0.055388,0.048645,4.8e-05,0.012613,"C","Y","W","HCSM 5.93","Papa Terra DST sample 3-RJS-618-TFR-01.
*** The GC Analysis Covers   2.5 LV%  of crude up to a TBP of   128.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PAPATERRA","Heavy","Intermediate",NA,NA,NA,NA,NA,"PAPAT142","PAPAT142.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PAPAT142.CRU","PAPAT142-L",TRUE,"Papa Terra",2009,"Sour",NA
"1854","PQDSC236","Parque Das Conchas (UNK) '11",NA,NA,"Brazil",NA,"Latin America","Low",NA,NA,NA,2011,"4/1/2011",NA,"Petrobras",NA,0.189489,0.259028,0.089854,0.109824,0.049853,0.119789,0.012388,0.074025,0.144148,0.05546,0.07035,0.034137,0.082878,0.010191,"C","Y","W","HCSM 5.93","Parque Das Conchas, also known as BC-10, is located offshore Brazil in
the Campos Basin and includes the Abalone, Argonauta, Massa and Ostra
fields. Phase one of the project started on July 2009 with production
coming from the Abalone, Ostra and Argonauta B-West fields. First oil
from Phase 2 of the project was achieved on Oct 2, 2013 from the
Argonauta O-North field. The third and final phase is targeted for 2014
and involves production from the Massa and Argonauta O-South fields.
Parque Das Conchas inital recoverable reserves were estimated at 328
million boe, of which 241 million boe remain. The field currently
produces about 50,000 b/d and about 20-30 percent is from Argonauta.
Parque Das Conchas is a mid-gravity (23.6 degrees ), low sulfur (0.23
wt percent) and acidic (2.64 mg KOH/g) crude oil. Shell operates BC-10
and holds 73 percent interest. ONGC holds the remaining 27 percent
interest.
*** The GC Analysis Covers   2.5 LV%  of crude up to a TBP of   138.1  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PARQUE","Medium","Intermediate","Unknown",NA,NA,NA,"Brazil","PQDSC236","PQDSC236.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PQDSC236.CRU","PQDSC236",FALSE,"Parque das Conchas (BC-10)",2014,"Sweet",NA
"1855","PAS319","PAS (Shell) May '13",NA,NA,"Canada",NA,"North America","Low",NA,NA,NA,2013,"5/7/2013",NA,"SHELL",NA,0.001729,0.000505,0.002464,0.012394,0.037113,0.079966,0.015363,0.000711,0.000296,0.001602,0.008362,0.026766,0.058273,0.013311,"C","Y","W","HCSM 5.93","Premium Albian Synthetic (PAS) is a synthetic crude produced from
bitumen from Shell's Athabasca Oil Sands Project s (AOSP) two mines,
the Muskeg River Mine and the Jackpine Mine, and upgraded at the
Scotford Upgrader located near Fort Saskatchewan, Alberta. The
synthetic crude oil is produced by using the hydrogen-addition or
hydro-conversion process to add hydrogen to the bitumen to break up the
large hydrocarbon molecules. The process results in a net volume gain
where 103 barrels of synthetic crude oil is produced for every 100
barrels of bitumen processed. The Muskeg River and Jackpine Mines
production capacity is 155,000 b/d and 100,000 b/d, respectively. The
Scotford Upgrader, which has a design capacity of 255,000 b/d, is
operated by Shell Canada (60 percent). Other partners are Chevron
Canada (20 percent) and Marathon Oil Sands LP (20 percent). PAS is a
light gravity (31.9 degrees API) and low sulfur (0.03 wt percent)
synthetic crude oil.
*** The GC Analysis Covers   3.3 LV%  of crude up to a TBP of   128.9  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","ALBIANPREM","Medium","Naphthenic","Shell",NA,NA,NA,"Canada","PAS319","PAS319.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PAS319.CRU","PAS319-1",TRUE,"Premium Albian Synthetic (PAS)",2014,"Sweet",NA
"1856","MRNZA093","Patos Marinza (SGS) '12",NA,NA,"Albania",NA,"Europe","High",NA,NA,NA,2012,"1/1/2012",NA,"CSAT AMERICAS CRUDE TRADING (Ala",NA,0.004488,0.016877,0.006411,0.014065,0.019697,0.013027,0.008474,0.001592,0.008528,0.003593,0.008181,0.012248,0.008185,0.00633,"C","Y","W","HCSM 5.93","Patos Marinza is a large, heavy onshore oilfield located east of the
city of Fier in south central Albania. It holds up to 5.7 billion bbls
of oil in place making it Europe's largest onshore oilfield.
Recoverable reserves are estimated at 181 million boe of which, 152
million boe is recoverable. Production started in 1939 and output is
expected to average 22,000 b/d in 2014 and peak at 32,000 b/d in 2020.
Output from the field is sent a rail tie-in at Fier via a 10 km, 9,500
b/d capacity pipeline. About 15,000 b/d of crude is trucked to storage
tanks to the Vlore port operated by La Petrolifera Italo Albanese. A
second pipeline, which will transport 70,000 b/d from Fier to Vlore,
will be completed in 2015. Patos Marinza is a viscous (25,400 cSt at 20
degrees C), heavy gravity (9.3 degrees API), and high sulfur (5 wt
percent) crude. It is predicted to produce a yield of vacuum residuum
(44.6 vol percent) and atmospheric residuum (71.3 vol percent). The
vacuum residuum is also expected to have a high MCRT concentration
(31.9 wt percent). Patos Marinza is owned and operated by Bankers
Petroleum.
*** The GC Analysis Covers   1.0 LV%  of crude up to a TBP of   128.6  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PATOSMARIN","Heavy","Naphthenic","SGS",NA,NA,NA,"Albania","MRNZA093","MRNZA093.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\MRNZA093.CRU","MRNZA093",FALSE,"Patos Marinza",2014,"Sour",NA
"1857","PATNI381","Pattani Exp Bld (CVX) '11",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2011,"10/18/2011",NA,"CVX",NA,0.084998,0.483637,0.581502,0.814385,1.023826,0.873448,0.068258,0.036309,0.294304,0.39247,0.570439,0.766597,0.660805,0.0614,"C","Y","W","HCSM 5.93","Pattani Blend is a light gravity (38.1 deg API), low sulfur (0.05 wt
percent) crude that contains high levels of mercury ( 996 ppb). The
blend is produced from fields located in the Pattani Basin in the Gulf
of Pattani, offshore Thailand. The blend consists of the output from
the Plamuk, Yala, and Surat fields located in the Unocal 3 Contract
Area. Output from the Platong and Kaphong fields, located in the Unocal
2 Contract Area, also contribute to the blend. The Pattani Blend
started production in 2001. In 2010, production averaged 38,000 b/d.
The entire Unocal 3 Contract Area had recoverable reserves of 186
million boe and the Unocal 2 Contract Area had initial recoverable
reserves of 26 million boe. By the end of 2010, about 102 million boe
and 14 million boe, respectively, remain. Oil produced in both contract
areas are processed at the Thai Oil Development (TOD1) Platong central
processing platform complex (PLCPP) then piped to the 850,000 bbl
capacity Pattani Spirit FSO. Chevron operates both contract areas.
Ownership of the Unocal 3 Contract Area is held by Chevron (71.25
percent), Mitsui Oil Exploration Company (23.75 percent), and 5 percent
PTTEP. Unocal 2 Contract Area ownership is split between Chevron (70
percent) and Mitsui Oil Exploration Company (30 percent).
*** The GC Analysis Covers  15.3 LV%  of crude up to a TBP of   132.6  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PATTNI","Extra Light","Paraffinic","CVX",NA,NA,NA,"Thailand","PATNI381","PATNI381.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATNI381.CRU","PATNI381",TRUE,"Pattani",2011,"Sweet",NA
"1858","PATTN376","Pattani Exp Bld (ITS) '04",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2004,"2004","Good","ITS",NA,0.054782,0.511907,0.608676,0.849322,0.905283,0.845261,0.069769,0.023333,0.310588,0.409599,0.593157,0.675839,0.637595,0.062575,"C","Y","W","HCSM 5.93",NA,"CVX","CUT SET 1","11/06/18","Excellent","CVX","PATTINI","Light","Paraffinic",NA,NA,NA,NA,NA,"PATTN376","PATTN376.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATTN376.CRU","PATTN376-C",TRUE,"Pattani",2007,"Sweet",NA
"1859","PATTN393","Pattani Exp Bld (ITS) '05",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2005,"2005","Good","ITS",NA,0.027446,0.502082,0.650671,0.9613,1.017763,0.903857,0.074966,0.011807,0.307672,0.442235,0.678071,0.767405,0.688609,0.067908,"C","Y","W","HCSM 5.93","2005 sample of Pattani Crude. ITS Assay. Pattani blend is Crude Oil
produced from Platong Field.
*** The GC Analysis Covers  15.3 LV%  of crude up to a TBP of   132.7  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PATTNI","Extra Light","Paraffinic",NA,NA,NA,NA,NA,"PATTN393","PATTN393.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATTN393.CRU","PATTN393-R",TRUE,"Pattani",2006,"Sweet",NA
"1860","PATTN345","Pattani Exp Bld (ITS) '06",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2006,"6-Oct","Good","ITS",NA,0.015995,0.382543,0.512453,0.704681,0.661528,0.612903,0.068598,0.006688,0.227845,0.338525,0.483119,0.48481,0.453848,0.060396,"C","Y","W","HCSM 5.93",NA,"CVX","CUT SET 1","11/06/18","Excellent","CVX","PATTINI","Light","Paraffinic",NA,NA,NA,NA,NA,"PATTN345","PATTN345.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATTN345.CRU","PATTN345-C",TRUE,"Pattani",2007,"Sweet",NA
"1861","PATN379S","Pattani Exp Bld (ITS) '08",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2008,"8-Mar","Sca","ITS",NA,0.017401,0.184325,0.351101,0.641274,0.889452,0.343091,0.081535,0.007424,0.112034,0.236687,0.448653,0.665198,0.259258,0.073257,"C","Y","W","HCSM 5.93","Chevron  March 2008   PATTANI BLEND sample
*** The GC Analysis Covers  16.6 LV%  of crude up to a TBP of   144.1  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PATTANI","Light","Paraffinic",NA,NA,NA,NA,NA,"PATN379S","PATN379S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATN379S.CRU","PATTN379-M",TRUE,"Pattani",2008,"Sweet",NA
"1862","PATNI377","Pattani Exp Bld (SRC) '10",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2010,"1/25/2010",NA,"SRC-P.Lim",NA,0.092742,0.736661,0.575693,0.611451,0.887822,0.392392,0.079498,0.039524,0.447217,0.387633,0.427283,0.663195,0.296163,0.071343,"C","Y","W","HCSM 5.93","CVX equity crude which produces to Pattani Spirit capable of storing up
to 850,000 barrels of crude produced from the Plamuk, Surat, Yala,
Platong and Kaphong oilfields. Vanadium below detection limit
*** The GC Analysis Covers  16.3 LV%  of crude up to a TBP of   143.0  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PATTINI","Light","Paraffinic","SRC",NA,NA,NA,NA,"PATNI377","PATNI377.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATNI377.CRU","PATNI377",TRUE,"Pattani",2010,"Sweet",NA
"1863","PATTN375S","Pattani Exp Bld 2005",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2005,"2006","sca","ITS",NA,0,0.047688,0.059248,0.175158,0.276194,0.331419,0.035809,0,0.028916,0.039846,0.122256,0.206071,0.249847,0.032098,"C","Y","W","HCSM 5.93","2005 sample of Pattani Crude. SCA assay.  Pattani Blend is Crude Oil
produced from Platong Field. Crude has 0.05 Wt% S, 2.8 Ppm Ni, 0.17;
0.035 Mg Koh/G Acid, 2.26 Wt% MCRT,  0.48 Wt% C7 Asphaltenes,  14 ppm
Mercaptan S -Rsh, No Detectable H2S, 77 C Wax  Appearance Test (Wat).
Sara results are 49.0W% Saturates, 9.6% Aromatics, 1.3% Asphaltenes, 5
Wt% NSO.
*** The GC Analysis Covers   9.1 LV%  of crude up to a TBP of   130.7  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PATTNI","Light","Paraffinic",NA,NA,NA,NA,NA,"PATTN375S","PATTN375S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATTN375S.CRU","PATTN375S-R",TRUE,"Pattani",2006,"Medium",NA
"1864","PATTNI395","Pattani RCY (ITS) Mar 22 '17",NA,NA,"Thailand","Bangkok","Far East","Low",NA,NA,NA,2017,"3/22/2017",NA,"SRC",NA,0.09354,0.430741,0.740796,0.960011,1.438368,1.262687,0.093045,0.040297,0.264339,0.504222,0.678148,1.086123,0.963386,0.084408,"C","Y","W","HCSM 5.93","Pattani Blend is a light gravity (38.7 degrees API), low sulfur (0.08
wt percent) crude that is known to contain high levels of mercury. The
blend consists of the output of the Plamuk, Yala, and Surat fields
located in the Unocal 3 Contract Area located in the Pattani Basin in
the Gulf of Pattani. Output from the Platong and Kaphong fields located
in the Unocal 2 Contract Area, also in the Pattani Basin, contribute to
the blend. The Pattani Blend started production in 2001. In 2016,
production averaged 62,000 b/d. The entire Unocal 3 Contract Area had
recoverable reserves of 168 million boe oil and the Unocal 2 Contract
Area had initial recoverable reserves of 36 million boe. By the end of
2016, about 27 million boe and 10 million boe, respectively, remain.
Oil produced in both contract areas are processed at the Thai Oil
Development (TOD1) Platong central processing platform complex (PLCPP)
then piped to the 850,000 bbl capacity Pattani Spirit FSO. Chevron
operates both contract areas. Ownership of the Unocal 3 Contract Area
is held by Chevron (71.25 percent), Mitsui Oil Exploration Company
(23.75 percent), and 5 percent PTTEP. Unocal 2 Contract Area ownership
is split between Chevron (70 percent) and Mitsui Oil Exploration
Company (30 percent).
*** The GC Analysis Covers  20.6 LV%  of crude up to a TBP of   134.7  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PATTANI","Extra Light","Paraffinic","ITS Sing",NA,NA,NA,"Thailand","PATTNI395","PATTNI395.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATTNI395.CRU","PATTNI395",TRUE,"Pattani",2017,"Sweet",NA
"1865","PATSRC387","Pattani RCY (SRC) Oct 5 '11",NA,NA,"Thailand",NA,"Far East","Low",NA,NA,NA,2011,"10/5/2011",NA,"SRC",NA,0.090597,0.140556,0.96177,1.075591,1.252619,1.185198,0.076359,0.038838,0.085834,0.651418,0.756067,0.941225,0.899831,0.068931,"C","Y","W","HCSM 5.93","Pattani Blend is a light gravity (38.7 degrees API), low sulfur (0.08
wt percent) crude that is known to contain high levels of mercury. The
blend consists of the output of the Plamuk, Yala, and Surat fields
located in the Unocal 3 Contract Area located in the Pattani Basin in
the Gulf of Pattani. Output from the Platong and Kaphong fields located
in the Unocal 2 Contract Area, also in the Pattani Basin, contribute to
the blend. The Pattani Blend started production in 2001. In 2010,
production averaged 38,000 b/d. The entire Unocal 3 Contract Area had
recoverable reserves of 186 million boe oil and the Unocal 2 Contract
Area had initial recoverable reserves of 26 million boe. By the end of
2010, about 102 million boe and 14 million boe, respectively, remain.
Oil produced in both contract areas are processed at the Thai Oil
Development (TOD1) Platong central processing platform complex (PLCPP)
then piped to the 850,000 bbl capacity Pattani Spirit FSO. Chevron
operates both contract areas. Ownership of the Unocal 3 Contract Area
is held by Chevron (71.25 percent), Mitsui Oil Exploration Company
(23.75 percent), and PTTEP (5 percent). Unocal 2 Contract Area
ownership is split between Chevron (70 percent) and Mitsui Oil
Exploration Company (30 percent).
*** The GC Analysis Covers  15.9 LV%  of crude up to a TBP of   130.9  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PATTANI","Extra Light","Paraffinic","SRC",NA,NA,NA,"Thailand","PATSRC387","PATSRC387.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PATSRC387.CRU","PATSRC387",TRUE,"Pattani",2012,"Sweet",NA
"1866","PZFLR247","Pazflor (XOM) '15",NA,NA,"Angola",NA,"Africa","Low",NA,NA,NA,2015,"1/1/2015",NA,"XOM Website",NA,0.015996,0.042258,0.047829,0.288328,0.349886,0.505331,0.046443,0.006293,0.023682,0.029729,0.185996,0.24127,0.352086,0.038475,"C","Y","W","HCSM 5.93","Pazflor crude oil is a medium gravity (24.7 degrees API), low sulfur
(0.40 wt percent), acidic (1.6 mg KOH/g) crude oil. Pazflor is
producedin the eastern portion of Block 17, about 100 miles off the
coast ofAngola in water depths of 600-1200 m. Production comes from the
heavier Hortensia, Perpetua, and Zinia fields (17-22 degrees API) and
thelighter Acacia field (35-38 degrees API). According to Total, the
operator, the Pazflor subsea gathering network is the most complex
system to ever be built in Angola. It is comprised of 180 km of lines
tying in 49 subsea wells, 10,000 metric tons of subsea equipment, and
the world s largest FPSO that measures at 325 m by 62 m, weighs 120,000
 tons, and can store up to 1.9 million boe. Pazflor has initial
recoverable reserves of 621 million boe and remaining recoverable
reserves of 322 million boe (2015). Production started in 2011 and
output averaged 174,000 b/d in 2015. Total owns 40 percent interest in
the field. Other participants are Statoil (23.33 percent), ExxonMobil
(20 percent), and BP (16.67 percent). Sonogal is the concessionaire.
*** The GC Analysis Covers   6.6 LV%  of crude up to a TBP of   131.9  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","PAZFLOR","Medium","Naphthenic","XOM",NA,NA,NA,"Angola","PZFLR247","PZFLR247.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PZFLR247.CRU","PZFLR247",FALSE,"Pazflor",2015,"Sweet",NA
"1867","PCRVR347","Peace P/L Sour (Core)'97",NA,NA,"Canada","Alberta","North America","Medium",NA,NA,NA,1997,"1997","Poor",NA,NA,0.04032,0.47936,0.30912,1.4,1.07968,1.68896,0.16128,0.016878,0.285854,0.20445,0.960977,0.792211,1.252163,0.142169,"C","Y","W","HCSM 5.93","AUG 1997 SAMPLE.  NOV 1997 ASSAY.
CRUDE HAS 130 PPM MERCAPTANS, 0.42 MG KOH/G ACID, 3.1%
  ASPHALTENES, 12 PPM NI, 25 PPM V, 1050 PPM N, 15F/-9C POUR,
   5.9 PSI/41 KPA RVP, 6.5 LB SALT/1000 BBL.
Missing: NAPHTHA DHA, DISTILLATE ACID #S, & RESID POUR.
SULFUR BALANCE IS NOT GOOD.
*** The GC Analysis Covers  22.4 LV%  of crude up to a TBP of   148.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PEACERIVER","Light","Intermediate",NA,NA,NA,NA,NA,"PCRVR347","PCRVR347.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PCRVR347.CRU","PCRVR347-OLDLIB",FALSE,"Peace River P/L Sour",2000,"Sour",NA
"1868","PCRVR323s","Peace River Lt P/L (COQG) '05",NA,NA,"Canada","Alberta","North America","High",NA,NA,NA,2005,"2005","Yield Update","COQG",NA,0.008899,0.395721,0.346519,1.507394,1.154487,1.797444,0.134926,0.003671,0.232527,0.225835,1.019565,0.834716,1.313107,0.117199,"C","Y","W","HCSM 5.93","Update from Crude Monitor Website batch data for 2005.  Samples taken
at Edmonton.  Sulfur input data was adjusted to improve predicted
values (Actual Whole Crude Sulfur Is 2.02 Wt%). data blends back to
only 32.0 API.
*** The GC Analysis Covers  15.7 LV%  of crude up to a TBP of   136.0  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","PEACERIVER","Light","Paraffinic",NA,NA,NA,NA,NA,"PCRVR323s","PCRVR323S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\PCRVR323S.CRU","PCRVR323s-XX",FALSE,"Peace River P/L Sour",2006,"Sour",NA
